loss,mae,val_loss,val_mae
0.06514956057071686,0.18697309494018555,0.02716781012713909,0.15695883333683014
0.010980487801134586,0.08245416730642319,0.007031736429780722,0.07191745191812515
0.007648876402527094,0.0684155598282814,0.005122782196849585,0.060581326484680176
0.008186498656868935,0.06949958205223083,0.005104027688503265,0.06104781851172447
0.006197534501552582,0.0613793209195137,0.005146282725036144,0.061628557741642
0.0064035747200250626,0.06263507157564163,0.004766048397868872,0.05930151790380478
0.005921564064919949,0.06057724356651306,0.002497135428711772,0.04079510644078255
0.005254032555967569,0.05636633187532425,0.002152977278456092,0.037416018545627594
0.004899435676634312,0.05483793467283249,0.0018448381451889873,0.03432679548859596
0.004442032426595688,0.05166993290185928,0.001722354325465858,0.03346048668026924
0.004619969986379147,0.05295420065522194,0.0020129086915403605,0.03584545478224754
0.004660718142986298,0.05348832532763481,0.0020742875058203936,0.036504972726106644
0.004447680898010731,0.05231346935033798,0.0014538824325427413,0.0308027733117342
0.004323871806263924,0.051956288516521454,0.004309350624680519,0.05753413587808609
0.0038691391237080097,0.048792511224746704,0.0013015205040574074,0.029523782432079315
0.003660884452983737,0.04672219976782799,0.0013035529991611838,0.029101481661200523
0.0037419660948216915,0.04766755923628807,0.0012617328902706504,0.02885773591697216
0.00338820181787014,0.044586386531591415,0.003407079493626952,0.05045515298843384
0.0037594710011035204,0.047486480325460434,0.0012220315402373672,0.0281758364289999
0.0035244636237621307,0.04658396542072296,0.0015622465871274471,0.03161215782165527
0.0034852547105401754,0.0452156737446785,0.0020151992794126272,0.036832503974437714
0.0034282745327800512,0.045457251369953156,0.003086237935349345,0.047913916409015656
0.003306340891867876,0.04461771994829178,0.0014750133268535137,0.030843758955597878
0.003248977242037654,0.04417143017053604,0.002525503281503916,0.040419649332761765
0.002941975835710764,0.04216260835528374,0.002239283174276352,0.03758390620350838
0.002797419438138604,0.040814194828271866,0.0011453801998868585,0.026496252045035362
0.0025601882953196764,0.03907943144440651,0.0013476154999807477,0.028295038267970085
0.0027525408659130335,0.04079238325357437,0.0010861728806048632,0.025618163868784904
0.0026122427079826593,0.03938209265470505,0.001068462384864688,0.02563442476093769
0.002573647303506732,0.039641041308641434,0.0010496883187443018,0.025320935994386673
0.002350199269130826,0.03748462721705437,0.0015620628837496042,0.030423957854509354
0.002856275299564004,0.041489653289318085,0.0012623552465811372,0.027102194726467133
0.0028109054546803236,0.04099103808403015,0.002026906004175544,0.03827429935336113
0.0024052776861935854,0.037564344704151154,0.0012164856307208538,0.02824002131819725
0.002327567432075739,0.037624556571245193,0.0009976808214560151,0.024538060650229454
0.0023822239600121975,0.03734495863318443,0.001343059353530407,0.030061669647693634
0.0023534935899078846,0.03756680712103844,0.0009494530386291444,0.0243186317384243
0.002291714306920767,0.03694646805524826,0.001015997608192265,0.023833002895116806
0.0020831143483519554,0.0350307896733284,0.0009596844320185483,0.02440306358039379
